number,TeacherID,speaker,utterance,ut,rc,ICA_best_dim_1,ICA_best_dim_2,ICA_best_dim_3,ICA_best_dim_4,ICA_best_dim_5,ICA_best_dim_6,ICA_best_dim_7,ICA_best_dim_8,ICA_best_dim_9,ICA_best_dim_10,ICA_best_dim_11,ICA_best_dim_12,ICA_best_dim_13,ICA_best_dim_14,ICA_best_dim_15,ICA_best_dim_16,ICA_best_dim_17,ICA_best_dim_18,ICA_best_dim_19
265,3026,T,"So each one, it’s ultimate goal is to reach what kind of community? ",Q,SK,0.153612924,-0.216021398,0.231214349,0.217437243,-0.159263561,-0.151295437,-0.150479616,-0.149891506,0.188277376,0.150615411,0.158592197,0.155161475,7.366392965,0.215364952,0.177638334,-0.145897996,0.157097532,0.191154095,-0.160480712
266,3026,S,Climax. ,Rs,SK,0.061531451,-0.108374664,-3.571539557,0.179444819,-0.083263473,-0.089042719,-0.108807592,-0.019483883,0.069062657,0.044667119,0.076513263,0.092390022,-0.042370191,0.107647135,0.082210406,-0.105904869,-0.022776882,0.065479622,-0.081646803
267,3026,T,"Climax community, ",Fy,,0.110644628,-0.142617754,-4.737105394,0.225532273,-0.139589164,-0.127898961,-0.153410978,-0.084963028,0.113002131,0.099058886,0.121792338,0.153990727,-0.112662603,0.124694981,0.143080622,-0.135256151,0.06300353,0.112816833,-0.13619566
268,3026,T,"So it doesn’t matter if you start as primary when a volcano erupts, ",E,SK,0.326516915,-0.401256802,0.364457435,0.417971207,-0.369346037,-0.535534947,-0.382196614,-0.364532969,0.401638515,0.314044925,0.381572956,0.337183508,-0.312572731,-4.376163651,0.347726328,-0.552703567,0.2987582,0.428338019,-0.384957123
269,3026,T, or it doesn’t matter if it’s secondary if you have a forest fire. ,E,SK,0.240110681,-0.261801327,0.23590676,0.295799481,-0.290964375,-0.250314477,-0.333804179,-0.223040605,0.246741591,0.252887365,0.250642974,0.288194374,-0.23215191,0.306647648,0.254812811,4.665370143,0.227856427,0.315393197,-0.275931576
270,3026,T,"Either way you need to try to get your climax community again, right? ",E,SK,0.203040921,-0.217910166,-2.831438262,-1.348023408,0.87018779,-0.203457646,-0.232512106,-0.176799453,0.19755095,0.179284656,0.208296493,0.22130761,-0.200452755,0.188977139,0.213200268,-0.218874807,0.178673684,0.211010015,-0.246525376
271,3026,S,Yes. ,Ry,SK,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388618,-0.120447366,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370908,-0.069362687,0.179284599,0.098103958,-0.156631191,0.032508812,0.110603504,3.818428898
272,3026,T,"Of course, after a forest fire…",Q,SK,0.135344358,-0.149654353,0.124383218,0.184891553,-0.128447823,4.117238634,-0.140813928,-0.114110816,0.122280273,0.109946904,0.134593716,0.155631483,-0.101751146,0.276437765,0.125417528,-0.149337772,0.074608929,0.155208136,-0.132626888
273,3026,S,Secondary. ,Rs,SK,0.131091129,-0.17378599,0.084788562,0.1372429,3.709864338,-0.102234386,-0.100830115,-0.035472377,0.082110088,0.059477396,0.091239007,0.075125046,-0.042241106,0.148166047,0.074398198,-0.158992173,5.18E-05,0.161564724,-0.083800396
274,3026,T,Secondary. ,Fy,SK,0.131091129,-0.17378599,0.084788562,0.1372429,3.709864338,-0.102234386,-0.100830115,-0.035472377,0.082110088,0.059477396,0.091239007,0.075125046,-0.042241106,0.148166047,0.074398198,-0.158992173,5.18E-05,0.161564724,-0.083800396
275,3026,T,Most of you all got that right; that’s good. ,Fy,,0.187381807,-0.283920879,0.199253252,0.244010594,-0.204358574,-0.258583384,-0.213533998,-0.183892857,0.265833858,0.176795666,-3.241339676,0.192319899,-0.17230663,-1.140223122,0.21376301,-0.268588918,0.154620411,0.218861268,-0.21221725
276,3026,T,True or false. A volcano reaches a state of equilibrium… ,Q,SK,0.166773972,-0.181752715,-6.069180633,0.278203648,-0.203961383,-0.172306094,-0.204386277,-0.159796335,0.163218673,0.161220907,0.173539853,0.224391532,-0.192996788,0.144178233,0.212646583,-0.168800472,0.161038287,0.166916503,-0.198537211
277,3026,S,True.,Rs,SK,0.117891146,-0.165742851,0.119375953,0.200318097,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607915,2.909162208,0.037365972,0.168421244,-0.141707322
278,3026,T,…after… ,Fq,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
279,3026,S,True. ,Rs,SK,0.117891146,-0.165742851,0.119375953,0.200318097,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607915,2.909162208,0.037365972,0.168421244,-0.141707322
280,3026,T,After it erupts. ,Q,SK,0.089049235,-0.137698251,0.109880741,-2.530188874,-0.099381295,-0.135008497,-0.159847282,-0.040357925,0.120436958,0.067886683,0.127794976,0.095493734,-0.0549481,0.163415542,0.086886709,-0.164500901,-0.004122113,0.093413489,-0.161169486
281,3026,S,True. ,Rs,SK,0.117891146,-0.165742851,0.119375953,0.200318097,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607915,2.909162208,0.037365972,0.168421244,-0.141707322
282,3026,T,True. ,Fq,SK,0.117891146,-0.165742851,0.119375953,0.200318097,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607915,2.909162208,0.037365972,0.168421244,-0.141707322
283,3026,T,"Remember, what is there more of under the crust before it erupts? ",Q,SK,0.176477891,-0.203724681,0.202242137,-3.815874545,-0.191928743,-0.216275751,-0.252272207,-0.14901366,0.212033319,0.161084116,0.221354446,0.189446647,-0.166675673,0.216871512,0.180530186,-0.23782584,0.13387589,0.178386247,-0.282754113
284,3026,S,Pressure. ,Rs,SK,0.080056249,-0.113652113,0.074576903,0.14896428,-0.074907467,3.094810524,-0.099359804,-0.04134479,0.076021264,0.052833132,0.086114296,0.09362059,-0.034186599,0.221454225,0.068963086,-0.116466086,-0.014072833,0.097273099,-0.078970224
285,3026,T,Pressure. ,Fy,SK,0.080056249,-0.113652113,0.074576903,0.14896428,-0.074907467,3.094810524,-0.099359804,-0.04134479,0.076021264,0.052833132,0.086114296,0.09362059,-0.034186599,0.221454225,0.068963086,-0.116466086,-0.014072833,0.097273099,-0.078970224
286,3026,T,And is that equal to the pressure outside the volcano? ,Q,SK,0.179574846,-0.178456146,0.164228275,0.213633373,-0.171280108,4.935181231,-0.173977227,-0.17232379,0.159287481,0.155637917,0.173377252,0.205240199,-0.155802785,0.3204246,0.170581083,-0.175635124,0.145554339,0.201556165,-0.17555222
287,3026,S,No. ,Ry,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
288,3026,T,"No, so before it erupts it is in imbalance.",Fs,SK,0.076535118,-0.101506094,0.079663238,0.104640989,-0.151617286,-0.126852086,-0.166678902,-0.100675785,0.128672323,0.070013857,0.090279831,0.128533764,-0.10939694,0.149137282,0.132057988,-0.137656887,0.030103816,-4.950678431,-0.136620541
289,3026,T,It’s is in disequilibrium and the only way for it to even out is to do what?,Q,SK,-2.327836209,-0.223967161,0.130048635,0.160774542,2.37302714,-0.143846239,-0.159735494,-0.104602069,0.125588305,0.11404467,0.136837122,0.125872443,-0.107710325,0.149474041,0.127539469,-0.175502099,0.086740338,0.181122677,-0.148365895
290,3026,S,Erupts. ,Rs,SK,0.089049235,-0.137698251,0.109880741,-2.530188874,-0.099381295,-0.135008497,-0.159847282,-0.040357925,0.120436958,0.067886683,0.127794976,0.095493734,-0.0549481,0.163415542,0.086886709,-0.164500901,-0.004122113,0.093413489,-0.161169486
291,3026,T,It has to erupt. ,Fy,SK,0.117891143,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607916,2.909162207,0.037365972,0.168421244,-0.141707323
292,3026,T,"Once it erupts it released the pressure and we’re back in balance, so that would be true on that question. ",E,SK,0.213947315,-0.232021722,0.241825592,-4.366882687,-0.231591935,-0.251104569,-0.291882889,-0.195580404,0.251288903,0.201025873,0.261451361,0.229712181,-0.214558918,0.239781218,0.220663104,-0.269250812,0.193017891,0.214803141,-0.33486181
293,3026,T,"Ok, this was a fill in the blank. We talked about this. When you eat a big hamburger for lunch and you digest it you get an increase in what? ",Q,SK,0.172766604,-0.232851479,0.255698863,0.231537626,-0.178861734,-0.165601152,-0.164518191,-0.176039111,0.208360027,0.172145299,0.17602549,0.17496736,7.94222384,0.22807386,0.19988142,-0.156141754,0.192074784,0.212568983,-0.17987915
294,3026,S,Negative ,Rs,SK,0.147682831,2.947368512,0.10581166,0.144373718,-0.130629708,-0.110300028,-0.138677649,-0.032421458,0.119546874,0.072263298,0.116790307,0.099228201,-0.048776866,0.166793627,0.090942112,-0.134827173,-0.011110073,0.08477781,-0.11356215
295,3026,T,"Ok. Alright, yesterday we talked about speed – about what average speed vs. instantaneous speed meant. ",E,SK,0.477425232,-0.59309238,0.472964227,0.6610333,-0.448685977,-0.536935045,-0.554250435,-0.37276895,-1.631542671,0.40379542,0.501965265,0.488375896,1.48044698,0.96535168,0.491950196,-0.682691375,0.376681793,0.497494721,-0.497852337
296,3026,T,"Jason, can you throw your gum in the trash please? Thank you very much.  ",P,,0.159757804,-0.176860845,-5.902671229,0.271619726,-0.195914854,-0.166755203,-0.198014365,-0.150442172,0.156941605,0.153450654,0.167071414,0.215591432,-0.182955015,0.141742826,0.203950838,-0.164607433,0.148783943,0.160154044,-0.190744517
297,3026,T,"So we talked about average speed being an average of all the speeds of your total trip from point A to point B. All the speeds that you went… Remember, we talked about you’re not going to go the whole speed the whole time you’re driving, right?",E,SK,0.219523246,-0.264562434,0.227181703,0.23947616,-0.234119402,-0.267665695,-0.231184479,-0.227847373,0.231467839,-5.445202489,0.236107343,0.224693542,-0.219751554,-0.857785714,0.230477922,-0.319480436,0.223185818,0.241413925,-0.241627578
298,3026,T,"You’re going to speed up or slow down,",E,OD,0.697218217,-0.858814495,0.64136618,1.005767107,-0.636632884,-0.822483349,-0.82969137,-0.487452605,0.753195049,0.556688596,0.694450473,0.703100121,-0.537592791,1.534110349,0.691640929,-1.054823541,0.454792527,0.703409956,-0.727144256
299,3026,T,so your average speed is going to be your total distance over what? Your total what?,Q,SK,0.421598786,-0.523271149,0.42698887,0.573239343,-0.425154472,-0.564513281,-0.498775262,-0.374692119,-0.860029185,0.370497836,0.46498884,0.43309383,-0.37561331,-1.641254215,0.436838079,-0.663438915,0.338499007,0.479475105,-0.462195007
300,3026,S,Time. ,Rs,SK,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814464,0.197865907,0.15818534,-0.112122825,-2.529218999,0.161006924,-0.329848344,0.057559734,0.217975505,-0.190391753
301,3026,T,"Time, right? Thank you, Marcus; total time. ",Fs,SK,0.283489392,-0.330503483,0.302883526,0.353416244,-0.30892984,1.421509126,-0.316973766,-0.308301745,0.32549482,0.267373454,0.31716784,0.299973303,-0.267656226,-2.790885125,0.29467927,-0.429726288,0.257474644,0.358774343,-0.320742241
302,3026,T,So instantaneous speed – what is instantaneous speed again?,Q,SK,0.749419972,-0.915692438,0.689113397,1.070072754,-0.684789319,-0.879150644,-0.886670969,-0.531746362,0.807591772,0.601701727,0.744702105,0.756134271,-0.584666115,1.632617472,0.744443676,-1.123955048,0.503786572,0.755406089,-0.781087193
303,3026,S,Speed that [inaudible] ,Rs,SK,-2.124423994,-0.491059697,0.341942996,0.525438536,-0.364116233,-0.435121249,-0.455711012,-0.258276416,0.391655875,0.295475078,0.37147267,0.367742002,-0.281033708,0.745079854,0.363025474,-0.542284675,0.226587369,0.369032394,-0.397452019
304,3026,T,"It’s the speed that you’re going at, but at any one given time – at that instant. ",Fs,SK,0.56787397,-0.682437955,0.53435752,0.787722661,-0.534452486,0.412548474,-0.660675184,-0.441643579,0.613448534,0.469871411,0.573593948,0.579801165,-0.460475736,0.225905302,0.5673927,-0.839716483,0.408675818,0.595842204,-0.597847659
305,3026,T,Think of the word instantaneous. ,E,SK,0.146774164,-0.198177724,0.201205566,-1.267523197,-0.155653213,-0.1636913,-0.176538625,-0.12882918,0.181027274,0.13736212,0.16769663,0.151978306,4.157026429,0.205834124,0.161050713,-0.171362653,0.120866656,0.169501375,-0.189771716
306,3026,T, It means at that one instant how fast are you going. ,E,SK,0.749419972,-0.915692438,0.689113397,1.070072754,-0.684789318,-0.879150643,-0.886670968,-0.531746362,0.807591772,0.601701727,0.744702105,0.756134271,-0.584666116,1.632617472,0.744443676,-1.123955048,0.503786572,0.755406089,-0.781087193
307,3026,T,"Cory, let me see your pass, sweetie. ",P,,0.149627079,-0.137106298,0.141419711,0.139268186,-0.158400503,-0.144385869,-0.188298089,-0.150539538,0.152638221,0.148578409,0.152727761,0.247523994,-0.152660159,0.120021307,0.414456156,-0.12819031,-9.119402104,0.144374421,-0.155887937
308,3026,T,What do I mean by constant speed? ,Q,SK,0.697218219,-0.858814497,0.641366182,1.00576711,-0.636632886,-0.822483353,-0.829691372,-0.487452618,0.753195051,0.556688605,0.694450475,0.703100123,-0.537592793,1.534110354,0.691640931,-1.054823546,0.454792529,0.703409958,-0.727144258
309,3026,T,You’ll find that on 134. ,P,,0.11356841,-0.210808036,0.208497198,0.132294108,-0.121063614,-0.125395805,-0.205492005,-0.099024126,0.131368067,0.10747564,0.159569657,0.111620891,-0.12297412,0.130142891,-5.375667908,-0.177443165,0.19975999,0.124021231,-0.122286352
310,3026,T,What is the constant speed? ,Q,SK,0.610215297,-0.76401793,0.561787489,0.898591038,-0.556372165,-0.728037868,-0.734725379,-0.413629711,0.662533849,0.481666741,0.61069776,0.614709877,-0.459137255,1.369931826,0.603636356,-0.939604377,0.37313579,0.616749739,-0.637239366
311,3026,S,Staying the same? ,Rs,SK,0.057844523,-0.131870995,0.10879179,0.146935329,-0.061272696,-0.079766859,-0.080286743,-0.019153486,0.08786412,0.042965973,0.071425732,0.056132048,4.487238597,0.151820411,0.066422903,-0.094679207,-0.017788729,0.084079651,-0.06348852
312,3026,T,Yeah. What’s staying the same for a period of time?,Fq,SK,0.118390874,-0.143311868,0.134292543,0.132806605,-0.184481304,-0.161095213,-0.206710405,-0.156104869,0.162056085,0.117576691,0.129482247,-1.75415206,-0.158312803,0.141530948,0.168051039,-0.167353948,0.122153844,-4.08075346,-0.186144481
313,3026,S,Speed? ,Rs,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
314,3026,T,Your speed; constant speed. ,Fs,SK,0.697218219,-0.858814497,0.641366182,1.00576711,-0.636632886,-0.822483353,-0.829691372,-0.487452618,0.753195051,0.556688607,0.694450476,0.703100123,-0.537592793,1.534110355,0.691640931,-1.054823546,0.454792529,0.703409958,-0.727144258
315,3026,T,"So if you’re going at a constant speed of 50, that means you’re not going to increase or decrease your speed; ",E,OD,0.853823478,-1.029448319,0.784607828,1.198684041,-0.781102183,-0.992485225,-1.00063016,-0.620333851,0.916385215,0.691727965,0.845205362,0.862202567,-0.67881276,1.829631706,0.850049166,-1.262218051,0.601774658,0.859398352,-0.888973063
316,3026,T,you’re just going to stay the same. ,E,OD,0.308860425,-0.394765287,0.328559207,0.445693159,-0.290704258,-0.355612745,1.553732081,-0.238082692,0.326527699,0.257461361,0.31026919,-1.654587933,-0.250609706,0.534541909,0.325020689,-0.496966339,0.239070554,0.320835529,-0.365245688
317,3026,T,"So if we graph that, you’re going to notice that your graph isn’t going anywhere because you’re going to stay steady at a constant speed.",E,PD,0.429185742,-0.499660216,0.401188155,0.562503783,-0.461902666,-0.513422246,-0.549120011,-0.375883956,0.492328928,0.365767174,0.430902485,0.477189115,-0.404819845,0.851303816,0.477049647,-0.621022261,0.333978389,-3.734676767,-0.492299885
318,3026,T,You’ll see more what I’m talking about when we get into our lab today. ,P,,0.261230653,-0.274670349,0.18056693,0.194879163,5.884354777,-0.180090621,-0.176329725,-0.162927929,0.169029599,0.166268744,0.181576789,0.175647329,-0.168689996,0.203163516,0.179277263,-0.243676863,0.168153697,0.304422764,-0.183280494
319,3026,T,"And then we need to look at the relationship between velocity and acceleration, ",P,,0.225061467,-0.261602637,0.256930076,0.301481176,-0.239987259,-0.225621046,3.029825494,-0.201914467,0.222179344,0.215433302,0.224474516,0.268880175,-0.208562029,0.243321364,0.261454827,1.788261591,0.215001102,0.260111842,-0.29006824
320,3026,T,"and the only way to do this is to actually get involved, and we’re going to do some motion graphing today, ",P,,0.293765534,-0.29989144,0.204511522,0.209288231,6.427977389,-0.19955468,-0.195204627,-0.194791817,0.190759477,0.192966581,0.204161235,0.2007779,-0.200302219,0.216912884,0.20549703,-0.264848035,0.21017918,0.340137274,-0.208150518
321,3026,T,"ok? So what is velocity? We haven’t really hit on this much yet, but just give me the definition for velocity. ",Q,SK,0.28981828,3.176195411,0.26089366,0.25855521,-0.265954837,-0.216540313,2.007546093,-0.196466304,0.243105835,0.211958479,0.238743873,0.255018532,-0.212271148,0.232765766,0.254620221,-0.300592181,0.207135603,0.216958141,-0.283897064
322,3026,S,Velocity?,Rs,SK,0.088479944,-0.154574019,0.127671995,0.195256154,-0.081216873,-0.108863416,3.271618218,-0.03421789,0.092198904,0.059239342,0.094254007,0.109333361,-0.040520394,0.137080137,0.113226529,-0.247002512,0.002415719,0.094853517,-0.140908951
323,3026,T,Uh huh. ,P,,0.147335005,-0.181715871,0.171455005,-3.387312652,-0.161079593,-0.189186669,-0.221463899,-0.112795082,0.181501199,0.130018305,0.190167956,0.15812901,-0.129433149,0.199052857,0.149315693,-0.213384194,0.087876556,0.150061997,-0.242225892
324,3026,S,Velocity is the speed of an object in the direction it’s headed.,Rs,SK,0.253690629,-0.272474491,0.248854628,0.306408524,-0.306659299,-0.261891165,-0.348754458,-0.23970703,0.259637314,0.26836218,0.263558264,0.304052977,-0.248846034,0.317070318,0.269613355,4.860504362,0.249022033,0.331723413,-0.290845383
325,3026,T,"Ok, so velocity is the speed of an object in the direction it’s headed, ok? ",Fs,SK,0.270665564,-0.285815946,0.265039462,0.319669828,-0.326277944,-0.276362023,-0.36744231,-0.260540059,0.275756968,0.287705698,0.279702375,0.32387623,-0.269713688,0.330098654,0.288114035,5.104422134,0.275479041,0.352136185,-0.30948764
326,3026,T,There’s a nice little picture of that on 135. ,P,,0.193963622,-0.216929967,0.220714417,-4.073011682,-0.210438229,-0.232529204,-0.270757192,-0.170744807,0.230352591,0.179723603,0.240066339,0.208237229,-0.189021187,0.22756271,0.199258881,-0.252490828,0.161475491,0.195380798,-0.307071038
327,3026,T,It shows someone walking around a park. ,E,OD,0.143584567,-0.249978631,0.144107378,0.180579586,-0.150306031,-0.155298909,-0.154652582,-0.127415708,0.22695617,0.135205604,-5.025239882,0.14673782,-0.132241065,0.200705466,0.174789262,-0.159959877,0.118731286,0.145677269,-0.155032119
328,3026,S,Mine’s got a [inaudible] ,Rs,OD,-4.859063281,-0.218101465,0.122098503,0.152286036,-0.171860302,-0.142204631,-0.176696647,-0.102923122,0.120777904,0.109283416,0.132247577,0.120774128,-0.102930161,0.120227884,0.122414592,-0.144964976,0.080038949,0.121315053,-0.157664672
329,3026,T,"Those balls are actually showing acceleration, ",E,OD,0.261230653,-0.27467035,0.18056693,0.194879165,5.884354773,-0.180090621,-0.176329719,-0.162927929,0.169029599,0.166268744,0.18157679,0.175647329,-0.168689996,0.203163516,0.179277262,-0.243676863,0.168153697,0.304422764,-0.183280494
330,3026,T,"so my next question is: What is the relationship between velocity and acceleration, ok?  ",Q,SK,0.204912079,-0.246741762,0.255177209,-0.851590073,-0.200165404,-0.2108174,3.988675144,-0.177588644,0.207412508,0.181385043,0.210786524,0.237992931,-0.185957463,0.201905807,0.244534537,-0.36497192,0.188014028,0.20850315,-0.298060429
331,3026,T,"Velocity we’re looking at the direction; we’re speeding and we have to go in a direction, right? ",E,OD,0.294953754,-0.340677491,0.311280271,0.365978811,-0.34360804,-0.40284759,-0.370814919,-0.308072295,0.335243531,0.296730273,0.327178214,0.326282029,-0.28667157,-2.025824311,0.313955748,2.22359119,0.28144926,0.385862937,-0.343227613
332,3026,T,"If we’re speeding we’re moving, aren’t we? ",Q,OD,0.134912382,-0.128889992,0.127903352,0.133137828,-0.143143372,-0.133641377,-0.174966798,-0.13007122,0.139176097,0.131885497,0.139474528,0.226277988,-0.132587209,0.116051451,0.382277606,-0.121294106,-8.566946824,0.130567769,-0.141019956
333,3026,S,Acceleration means speeding up. ,Rs,SK,0.138490471,-0.236453367,0.243914604,0.143683065,-0.146910769,-0.144511032,-0.234303804,-0.133521335,0.155633547,0.135723618,0.186931362,0.137125014,-0.159409266,0.139347803,-6.035076343,-0.197392183,0.259744752,0.149090386,-0.147822117
334,3026,T,Acceleration means it’s speeding up? ,Fq,SK,0.138490471,-0.236453367,0.243914604,0.143683065,-0.146910769,-0.144511032,-0.234303804,-0.133521335,0.155633547,0.135723618,0.186931362,0.137125014,-0.159409266,0.139347803,-6.035076343,-0.197392183,0.259744752,0.149090386,-0.147822117
335,3026,S,It changes velocity. ,Rs,SK,0.12861029,-0.173417325,-2.270964357,0.236073162,-0.138224764,-0.141112759,2.10020623,-0.094785698,0.128426296,0.108773702,0.133619501,0.165286286,-0.111429405,0.144316982,0.163758037,-0.229321246,0.079798598,0.13239943,-0.175703759
336,3026,T,"Ok, so the change in velocity,",Fs,SK,0.175623955,-0.229038333,0.228929018,0.272293,-0.16468211,-0.177058128,4.894926036,-0.139803607,0.169676237,0.148113105,0.171042991,0.210206087,-0.145034111,0.177368406,0.220039914,-0.361578254,0.143682639,0.18054628,-0.252363311
337,3026,T,which means what’s changing? ,Fq,SK,0.146575952,-0.204216896,0.195176677,0.246614052,-0.136860364,-0.154326557,4.353823424,-0.104608368,0.143850459,0.118488517,0.145446664,0.176581845,-0.110196207,0.163938984,0.184435444,-0.323386343,0.096593666,0.151982027,-0.215211858
338,3026,S,The speed.,Rs,SK,0.436209453,-0.574424794,0.402630103,0.684238892,-0.395850723,-0.539146899,-0.544793391,-0.265983897,0.481211442,0.331623008,0.443192328,0.437929384,-0.30222618,1.041574768,0.427627206,-0.709166037,0.209822312,0.443429299,-0.457429582
339,3026,T,Or the… ,Fq,SK,-0.085808078,-0.005645391,-0.074842052,0.041182458,0.085713602,0.027526007,0.025002568,0.176953545,-0.062755765,-0.118508184,-0.059323964,-0.092412093,0.168507045,0.056503599,-0.100400243,-0.017851024,-0.280118119,-0.07653201,0.081999768
340,3026,S,Or the direction. ,Rs,SK,0.117891146,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607916,2.909162211,0.037365972,0.168421244,-0.141707322
341,3026,T,Or the direction.,Fs,SK,0.117891146,-0.165742851,0.119375956,0.200318098,-0.149710139,-0.146124296,-0.199251649,-0.0730428,0.130680083,0.113614034,0.134405372,0.145466949,-0.081904802,0.21284363,0.121607916,2.909162211,0.037365972,0.168421244,-0.141707322
342,3026,T,"So that’s how velocity and acceleration are related,",E,SK,0.175623955,-0.229038334,0.228929018,0.272293001,-0.16468211,-0.177058128,4.894926045,-0.139803607,0.169676238,0.148113105,0.171042992,0.210206088,-0.145034113,0.177368406,0.220039914,-0.361578257,0.143682639,0.180546281,-0.252363311
343,3026,T,because the acceleration is when you change speed or you change direction. ,E,SK,0.217955592,-0.258904198,0.258934436,0.300258189,-0.223438987,-0.216618655,3.868402826,-0.1925342,0.212882122,0.202296138,0.214773772,0.260150143,-0.198563377,0.225016575,0.259429848,1.025718391,0.206556968,0.242337557,-0.289875351
344,3026,T,"Ok, now let’s look at the graph. ",P,,0.20547284,-0.224517261,0.202791863,0.248649386,-0.266689871,-0.225853482,-0.299778727,-0.205382064,0.225663121,0.214534363,0.216180702,0.257687356,-0.214404804,0.269928819,0.234664433,3.390102269,0.192002944,-1.333423858,-0.250677942
345,3026,T,This is a time graph. ,E,OD,0.076535118,-0.101506094,0.079663238,0.104640996,-0.151617286,-0.126852088,-0.166678902,-0.100675785,0.128672324,0.070013857,0.090279831,0.128533763,-0.10939694,0.149137276,0.132057988,-0.137656888,0.030103816,-4.95067843,-0.136620541
346,3026,T, Shh. One… Put the calculator down for a second. ,P,,0.697218212,-0.858814496,0.641366181,1.005767108,-0.636632885,-0.822483351,-0.829691371,-0.487452617,0.753195049,0.556688606,0.694450474,0.703100122,-0.537592792,1.534110351,0.691640919,-1.054823544,0.454792528,0.703409957,-0.727144256
347,3026,T,"Look up here. Cory. Alright, we have a time graph. ",P,OD,0.272665189,-0.333549607,0.30214057,0.346031122,-0.325485497,-0.443973514,-0.337409828,-0.3110633,0.343284545,0.26242812,0.317566716,0.294946007,-0.27343396,-3.305151553,0.30419746,-0.458543467,0.245190146,-0.995843621,-0.33327886
348,3026,T,What is on our axis?,Q,OD,0.122612271,-0.14122141,0.103646054,0.218890018,-0.102388618,-0.120447366,-0.148353061,-0.062211589,0.101975085,0.082701345,0.111566967,0.128370908,-0.069362687,0.179284599,0.098103958,-0.156631191,0.032508812,0.110603504,3.818428887
349,3026,S,TS. ,Rs,OD,0.436209454,-0.574424796,0.402630104,0.684238893,-0.395850724,-0.5391469,-0.544793392,-0.265983897,0.481211446,0.33162301,0.443192329,0.437929385,-0.302226181,1.04157477,0.427627207,-0.709166039,0.209822313,0.443429302,-0.457429583
350,3026,T,"What does the T stand for, probably?",Q,OD,0.13733421,-0.209486326,-1.711910564,0.18055573,-0.154237022,-0.145500949,-0.213707473,-0.127960628,0.148370416,0.132395063,0.171991659,0.153880908,-0.155331396,0.137193332,-3.852590597,-0.180708589,0.205662016,0.144659411,-0.153322797
351,3026,S,Time. ,Rs,OD,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814464,0.197865907,0.15818534,-0.112122825,-2.529218999,0.161006924,-0.329848344,0.057559734,0.217975505,-0.190391753
352,3026,T,Time. ,Fy,OD,0.154714835,-0.236418715,0.181415984,0.260975897,-0.179737907,-0.300926221,-0.21253029,-0.13891359,0.2081409,0.133814464,0.197865907,0.15818534,-0.112122825,-2.529218999,0.161006924,-0.329848344,0.057559734,0.217975505,-0.190391753
353,3026,T,What does the S stand for? ,Q,SK,0.11356841,-0.210808036,0.208497197,0.132294108,-0.121063617,-0.125395805,-0.205492005,-0.099024126,0.131368068,0.107475638,0.159569659,0.111620891,-0.12297412,0.130142891,-5.375667912,-0.177443165,0.19975999,0.124021231,-0.122286352
354,3026,S,Distance. No. ,Rs,SK,0.122612271,-0.141221414,0.103646054,0.218890018,-0.102388619,-0.120447367,-0.148353061,-0.06221159,0.101975085,0.082701345,0.111566972,0.128370907,-0.069362687,0.179284595,0.098103959,-0.156631192,0.032508812,0.110603505,3.818428891
