number,TeacherID,speaker,utterance,ut,rc,PCA_best_dim_1,PCA_best_dim_2,PCA_best_dim_3,PCA_best_dim_4,PCA_best_dim_5,PCA_best_dim_6,PCA_best_dim_7,PCA_best_dim_8,PCA_best_dim_9,PCA_best_dim_10,PCA_best_dim_11,PCA_best_dim_12,PCA_best_dim_13,PCA_best_dim_14,PCA_best_dim_15,PCA_best_dim_16,PCA_best_dim_17
288,3026,T,"No, so before it erupts it is in imbalance.",Fs,SK,1.145653525,0.209998733,-0.541044671,1.418858223,-0.944553637,-1.424427771,2.284268804,-0.878690284,-0.080547734,0.600625707,-0.331619537,0.464427436,2.137519842,-0.29609553,0.163754961,0.6871307,-0.687685753
289,3026,T,It’s is in disequilibrium and the only way for it to even out is to do what?,Q,SK,-0.635894348,-0.146220004,1.627576321,0.95474234,-1.546572687,-0.424197662,0.50925306,-0.287614047,0.201080629,-0.831046892,-0.690079456,-0.538861639,-1.348184477,-0.149056931,-0.727051544,0.757255751,0.675483687
290,3026,S,Erupts. ,Rs,SK,-1.091245659,-0.506770738,-0.895976246,-1.424625214,-0.33804748,-0.458298893,0.349940307,-0.255889769,0.379238386,-0.47776104,-0.618509927,-0.415551669,-0.141451013,0.212271971,0.836482106,-0.592187578,0.285991403
291,3026,T,It has to erupt. ,Fy,SK,-0.331865684,-0.538422338,-0.901261037,1.729050368,0.837602958,-0.446334624,-0.445882205,0.339356788,0.254421579,-0.028475183,-0.222968966,-0.170999393,-1.010217706,0.688194388,-0.313192646,-0.895140662,-1.145675511
292,3026,T,"Once it erupts it released the pressure and we’re back in balance, so that would be true on that question. ",E,SK,-1.786120107,-0.89411714,-1.586760709,-2.485435393,-0.568168805,-0.927526223,0.519745279,-0.389982092,0.550134998,-0.907047573,-1.122502376,-0.749930588,-0.178969741,0.316164779,1.385525088,-1.206196321,0.494871445
293,3026,T,"Ok, this was a fill in the blank. We talked about this. When you eat a big hamburger for lunch and you digest it you get an increase in what? ",Q,SK,-0.061859351,-0.040813026,0.293759833,-0.868987856,0.218134138,0.065029797,3.026184604,2.136786786,0.564849719,-0.230639568,3.688630658,0.184514005,0.159425409,5.87106249,-0.338466211,1.176211088,0.564236526
294,3026,S,Negative ,Rs,SK,-0.752897113,-0.070363735,1.971700927,0.137955112,-0.006056132,0.052195842,-0.462368045,0.309119131,-0.653447794,0.276600685,0.544277135,-0.190353542,0.92340406,0.015981571,1.093482909,-1.113626484,-0.408984409
295,3026,T,"Ok. Alright, yesterday we talked about speed – about what average speed vs. instantaneous speed meant. ",E,SK,1.034831394,1.254008487,0.180789709,-0.963151343,0.962088131,-1.343507196,0.574257653,0.630776228,-0.058081604,-0.605040045,1.122951281,-0.316941519,-0.403771964,0.713269845,0.19353288,0.690580223,-0.185734308
296,3026,T,"Jason, can you throw your gum in the trash please? Thank you very much.  ",P,,-1.189982816,0.38105875,-0.381396362,-1.097715027,-0.064459189,1.63325139,1.961018368,3.570033584,-1.290325816,0.778495091,-0.661250102,1.246428366,-0.895433736,-2.144164225,-1.723269975,-0.028025502,-0.678943593
297,3026,T,"So we talked about average speed being an average of all the speeds of your total trip from point A to point B. All the speeds that you went… Remember, we talked about you’re not going to go the whole speed the whole time you’re driving, right?",E,SK,0.454807619,-1.161173101,0.2251813,0.39863338,0.387391443,0.366804661,-1.62214296,2.355399273,3.985914289,-0.453574868,-0.12698516,0.294808259,1.706205468,-1.013851111,0.449657012,1.190228417,0.8274138
298,3026,T,"You’re going to speed up or slow down,",E,OD,1.467550621,2.479528959,-0.249982523,-0.535886725,-0.28896305,-0.906874747,-0.321882652,0.277945146,0.276418843,-0.757157816,-0.291803629,0.082754031,0.152101724,-0.092016063,-0.28250192,-1.021225961,0.204930781
299,3026,T,so your average speed is going to be your total distance over what? Your total what?,Q,SK,1.833840791,-0.401832123,0.015663224,-0.467598171,0.861783752,-0.437372644,-0.091365633,0.122407625,-0.303085988,-0.422870541,0.733829254,-0.31164426,-0.317716238,-0.909590424,-0.126972053,-0.462827417,0.956404176
300,3026,S,Time. ,Rs,SK,1.358962265,-1.329589638,-0.041238051,0.01990282,0.3320242,0.535092503,0.026044039,0.026862266,-0.158338659,-0.060398988,0.693628988,-0.080788714,-0.080474468,-0.559132571,-0.326115771,-0.760869131,1.347938698
301,3026,T,"Time, right? Thank you, Marcus; total time. ",Fs,SK,2.242817846,-2.020964731,-0.201334222,-0.343944451,-0.164267156,1.100952346,-0.485977767,0.080774893,-0.734128584,-0.314074522,0.246480172,-0.503984557,0.171618073,-0.262909293,-0.372927582,-0.480188373,0.791327529
302,3026,T,So instantaneous speed – what is instantaneous speed again?,Q,SK,1.573282097,2.642463289,-0.271389492,-0.575646446,-0.307168745,-0.980574361,-0.350822383,0.301018856,0.285514551,-0.815851014,-0.317062505,0.084765704,0.168170161,-0.10260527,-0.305856852,-1.10713601,0.219022213
303,3026,S,Speed that [inaudible] ,Rs,SK,0.282319707,1.308546774,0.806019503,-0.055147767,-1.015224816,-0.550773719,-0.611801073,-0.097604513,0.131671065,-1.425890264,0.014775176,0.303799004,-0.848297026,0.062830313,-0.925422813,-0.018101801,0.225239697
304,3026,T,"It’s the speed that you’re going at, but at any one given time – at that instant. ",Fs,SK,1.8259787,0.89219111,-0.264424198,-0.560213578,-0.404901618,-0.108316223,-0.50134157,0.216144964,-0.188582697,-0.654938136,-0.277474838,-0.21359007,0.222636344,-0.018236798,-0.290050947,-0.673069297,0.140670996
305,3026,T,Think of the word instantaneous. ,E,SK,-0.621715672,-0.302077151,-0.34120754,-1.24504314,-0.068706241,-0.232084843,1.783514977,0.994993028,0.495802556,-0.393312472,1.604963014,-0.134232422,0.013621225,3.216015299,0.274267043,0.276866122,0.455634442
306,3026,T, It means at that one instant how fast are you going. ,E,SK,1.573282096,2.642463288,-0.271389492,-0.575646446,-0.307168745,-0.98057436,-0.350822383,0.301018856,0.285514551,-0.815851015,-0.317062505,0.084765704,0.168170161,-0.10260527,-0.305856852,-1.10713601,0.219022213
307,3026,T,"Cory, let me see your pass, sweetie. ",P,,-0.341506783,1.948458666,-0.325675162,0.60715214,1.154151859,3.936982424,0.288102387,-2.75662583,1.756833685,0.373573925,0.614637165,-2.650622955,-1.833843561,0.182534337,0.984809493,1.038432732,2.229004787
308,3026,T,What do I mean by constant speed? ,Q,SK,1.467550625,2.479528971,-0.249982523,-0.535886728,-0.288963049,-0.906874752,-0.321882651,0.277945146,0.276418839,-0.757157819,-0.29180363,0.082754023,0.152101727,-0.092016063,-0.282501927,-1.021225967,0.204930784
309,3026,T,You’ll find that on 134. ,P,,-0.454943917,1.501754496,0.160205759,0.491466791,1.547415497,2.881091555,1.246006166,-1.101443374,0.371579502,-0.977384928,-0.287111948,-0.19709146,0.562303652,-0.323379144,0.564112731,-0.286966277,-1.388900884
310,3026,T,What is the constant speed? ,Q,SK,1.291331507,2.207971777,-0.214304243,-0.469620533,-0.258620224,-0.784042072,-0.273649762,0.239488961,0.261259314,-0.659335828,-0.249705504,0.079401222,0.125321001,-0.074367384,-0.243577054,-0.878042564,0.181445068
311,3026,S,Staying the same? ,Rs,SK,-0.086998056,-0.006889804,0.194809686,-0.455878129,0.11412891,0.124402942,1.731086265,1.156810207,0.376020124,-0.073359715,2.087941253,0.125876143,0.049047539,3.291400068,-0.157893703,0.772306009,0.310602222
312,3026,T,Yeah. What’s staying the same for a period of time?,Fq,SK,0.900433614,0.68745277,-0.720971564,1.19696992,-1.12086301,-1.239526932,1.285075082,-0.498917604,-0.289762274,1.810244346,-0.190488209,-0.016805827,1.53621315,-0.09492739,0.279280097,0.730982486,-0.304418994
313,3026,S,Speed? ,Rs,SK,0.93889327,1.664857385,-0.142947681,-0.337088141,-0.197934572,-0.538376711,-0.177183986,0.162576592,0.230940268,-0.463691845,-0.165509253,0.07269562,0.071759551,-0.039070029,-0.165727306,-0.591675755,0.134473636
314,3026,T,Your speed; constant speed. ,Fs,SK,1.467550626,2.479528972,-0.249982523,-0.535886728,-0.288963049,-0.906874752,-0.32188265,0.277945145,0.276418837,-0.75715782,-0.291803629,0.082754023,0.152101726,-0.092016063,-0.282501927,-1.021225967,0.204930784
315,3026,T,"So if you’re going at a constant speed of 50, that means you’re not going to increase or decrease your speed; ",E,OD,1.784745038,2.968331921,-0.314203428,-0.655165881,-0.343580134,-1.127973577,-0.408701848,0.347166277,0.303705978,-0.933237403,-0.367580256,0.088789066,0.200307031,-0.123783683,-0.3525667,-1.278956093,0.247205072
316,3026,T,you’re just going to stay the same. ,E,OD,-0.314456829,1.333741882,-0.899978835,0.360767425,-0.205436912,-0.276730561,-1.115997524,0.242446537,-0.983921449,0.722059917,0.003582293,0.057666799,0.366431859,0.158417452,0.161743894,0.491694989,1.094514571
317,3026,T,"So if we graph that, you’re going to notice that your graph isn’t going anywhere because you’re going to stay steady at a constant speed.",E,PD,1.699326242,1.367755879,-0.591972687,0.895776091,-0.917795814,-1.682960824,1.700332523,-0.571311557,0.023624851,0.090803158,-0.443847896,0.408370367,1.872333651,-0.310967115,-0.022965415,-0.01118607,-0.467984233
318,3026,T,You’ll see more what I’m talking about when we get into our lab today. ,P,,-0.63043164,-0.848976985,1.700346872,1.848089812,-1.582403631,-0.676791825,2.339707539,-0.155004027,0.452097505,0.611773079,-2.008713621,-1.937619841,-1.031559723,-0.611134658,0.170234194,0.753722118,1.299607789
319,3026,T,"And then we need to look at the relationship between velocity and acceleration, ",P,,-1.312505773,-0.235578786,-1.612005545,2.023588678,0.964722926,-0.3766761,-1.024990331,0.139066909,-1.337041322,-0.797749777,-0.212872248,0.621978272,0.351887211,0.481903913,-0.095145454,0.279623168,0.502921093
320,3026,T,"and the only way to do this is to actually get involved, and we’re going to do some motion graphing today, ",P,,-0.678432596,-0.931898036,1.853086704,2.015675511,-1.729265444,-0.758861625,2.54853512,-0.163145605,0.481358227,0.657573046,-2.205194227,-2.124200965,-1.119931748,-0.674693099,0.179835343,0.799312505,1.422049831
321,3026,T,"ok? So what is velocity? We haven’t really hit on this much yet, but just give me the definition for velocity. ",Q,SK,-1.539853429,0.004709204,1.491823592,0.698812875,0.261397392,-0.051858917,-1.04007418,0.299476994,-1.807522424,-0.265090681,0.53685638,0.278776811,1.775213217,-0.000412109,1.276736655,-0.70674104,0.436042768
322,3026,S,Velocity?,Rs,SK,-1.193109967,0.165769957,-0.965457149,0.888887995,0.383665748,0.066941157,-0.6585823,-0.14550366,-1.458890329,-0.714857047,-0.000251241,0.796763069,1.020067462,0.050704933,0.171759058,1.107928015,1.328190731
323,3026,T,Uh huh. ,P,,-1.415520406,-0.687532393,-1.218342329,-1.919669965,-0.445437433,-0.677271647,0.429182626,-0.318466191,0.458990141,-0.678094753,-0.853706395,-0.571595164,-0.158959752,0.260755277,1.092702159,-0.878724993,0.383468755
324,3026,S,Velocity is the speed of an object in the direction it’s headed.,Rs,SK,-0.474161847,-0.921046713,-1.5495164,2.841411261,1.406590015,-0.876303956,-0.8179459,0.611034991,0.330713877,-0.129618704,-0.429667943,-0.320051531,-1.624412973,1.102442618,-0.567202363,-1.670184211,-1.905165414
325,3026,T,"Ok, so velocity is the speed of an object in the direction it’s headed, ok? ",Fs,SK,-0.491948868,-0.968874761,-1.630548321,2.980456374,1.477713398,-0.930050123,-0.864453862,0.644994766,0.340250415,-0.142261644,-0.455505315,-0.338683049,-1.701187384,1.154223647,-0.598953578,-1.767064656,-2.000101653
326,3026,T,There’s a nice little picture of that on 135. ,P,,-1.6749402,-0.832141715,-1.476235195,-2.315705766,-0.531349393,-0.852449854,0.492576486,-0.368527322,0.522791542,-0.838361727,-1.041863584,-0.696429962,-0.172966746,0.299541929,1.297678212,-1.107954924,0.461450642
327,3026,T,It shows someone walking around a park. ,E,OD,-0.218915497,-0.440214634,1.438658252,-1.285998176,1.995258551,-0.330989005,-0.320249338,-1.54846677,0.456578981,1.660704348,-2.169710388,1.570724429,0.488088512,1.272254464,-2.08464276,0.136457325,0.361046352
328,3026,S,Mine’s got a [inaudible] ,Rs,OD,-0.726692092,0.409121775,1.826343248,0.359324997,-1.771829407,-0.317505366,-0.949952384,-0.434697986,0.002082817,-2.192444698,0.279255854,0.528196787,-1.821915051,0.200028012,-1.607268573,0.841838959,0.269034327
329,3026,T,"Those balls are actually showing acceleration, ",E,OD,-0.630431641,-0.848976984,1.70034687,1.848089813,-1.582403629,-0.676791823,2.339707536,-0.155004027,0.452097502,0.611773078,-2.00871362,-1.937619838,-1.03155972,-0.611134658,0.170234194,0.75372212,1.29960779
330,3026,T,"so my next question is: What is the relationship between velocity and acceleration, ok?  ",Q,SK,-1.86660377,-0.031062979,-1.627203654,0.465326817,0.345617485,-0.242384659,-0.747062581,-0.243625375,-1.749503975,-1.173584055,-0.319246285,0.7815452,1.269480222,0.108107351,0.521423171,0.951173971,1.778357049
331,3026,T,"Velocity we’re looking at the direction; we’re speeding and we have to go in a direction, right? ",E,OD,0.964955234,-1.626520423,-0.858657796,1.455882,1.013878727,-0.065792797,-0.440013671,0.362588127,-0.017631164,-0.164206507,0.341223233,-0.253374673,-0.871361291,0.062894386,-0.596422879,-1.61045458,0.177968914
332,3026,T,"If we’re speeding we’re moving, aren’t we? ",Q,OD,-0.327563949,1.828899639,-0.300875337,0.572986945,1.081025019,3.703334734,0.277109326,-2.588596744,1.655780521,0.357928056,0.581664808,-2.481672836,-1.724786129,0.175302317,0.92749777,0.990244723,2.089289434
333,3026,S,Acceleration means speeding up. ,Rs,SK,-0.497009232,1.685034526,0.17134122,0.545336515,1.742827132,3.216400567,1.387730258,-1.230603727,0.400529037,-1.114963058,-0.333885876,-0.228300239,0.643707214,-0.372154291,0.626149081,-0.356265138,-1.561708398
334,3026,T,Acceleration means it’s speeding up? ,Fq,SK,-0.497009232,1.685034526,0.17134122,0.545336515,1.742827132,3.216400567,1.387730258,-1.230603727,0.400529037,-1.114963058,-0.333885876,-0.228300239,0.643707214,-0.372154291,0.626149081,-0.356265138,-1.561708398
335,3026,S,It changes velocity. ,Rs,SK,-1.263505009,0.26056919,-0.800938111,0.149472051,0.231051999,0.684686703,0.337871591,1.335555027,-1.498056089,-0.173389336,-0.270472835,1.026241472,0.327799801,-0.828317204,-0.579323414,0.709580166,0.614312428
336,3026,T,"Ok, so the change in velocity,",Fs,SK,-1.73045423,0.230897823,-1.483746723,1.303077475,0.583437434,0.001102048,-1.043980117,-0.184175233,-2.258327056,-1.13390562,-0.04391661,1.168855195,1.57456359,0.042646379,0.22372762,1.52817969,1.995506422
337,3026,T,which means what’s changing? ,Fq,SK,-1.551339473,0.209188539,-1.31098353,1.165014313,0.516846873,0.023048422,-0.915514176,-0.17128471,-1.991848144,-0.994222762,-0.029361488,1.044824485,1.389731547,0.045332562,0.206404767,1.388095796,1.773067854
338,3026,S,The speed.,Rs,SK,0.93889327,1.664857385,-0.142947681,-0.337088141,-0.197934572,-0.538376711,-0.177183986,0.162576592,0.230940268,-0.463691845,-0.165509253,0.07269562,0.071759551,-0.039070029,-0.165727306,-0.591675755,0.134473636
339,3026,T,Or the… ,Fq,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
340,3026,S,Or the direction. ,Rs,SK,-0.331865684,-0.53842234,-0.901261039,1.72905037,0.837602961,-0.446334624,-0.445882205,0.339356789,0.254421579,-0.028475181,-0.222968967,-0.170999394,-1.010217706,0.688194388,-0.313192645,-0.895140664,-1.145675513
341,3026,T,Or the direction.,Fs,SK,-0.331865684,-0.53842234,-0.901261039,1.72905037,0.837602961,-0.446334624,-0.445882205,0.339356789,0.254421579,-0.028475181,-0.222968967,-0.170999394,-1.010217706,0.688194388,-0.313192645,-0.895140664,-1.145675513
342,3026,T,"So that’s how velocity and acceleration are related,",E,SK,-1.730454232,0.230897824,-1.483746725,1.303077477,0.583437434,0.00110205,-1.043980119,-0.184175233,-2.25832706,-1.133905622,-0.04391661,1.168855197,1.574563593,0.042646378,0.22372762,1.528179693,1.995506426
343,3026,T,because the acceleration is when you change speed or you change direction. ,E,SK,-1.520586155,-0.065442845,-1.627515604,1.820601773,0.85504971,-0.252666429,-1.076379603,0.021922505,-1.750984969,-0.963582638,-0.159062672,0.855793913,0.842412986,0.327883671,0.022020998,0.763573319,1.100617994
344,3026,T,"Ok, now let’s look at the graph. ",P,,0.031048622,-0.584856478,-1.267730238,2.455505232,0.694492066,-1.075238685,0.143790841,0.154638639,0.2047942,0.095975281,-0.41067867,-0.080066804,-0.467691745,0.683298527,-0.350327666,-0.968187612,-1.563625678
345,3026,T,This is a time graph. ,E,OD,1.14565353,0.209998732,-0.541044669,1.418858226,-0.944553635,-1.424427769,2.284268803,-0.878690283,-0.080547735,0.60062571,-0.331619534,0.464427437,2.137519842,-0.296095531,0.163754958,0.6871307,-0.68768575
346,3026,T, Shh. One… Put the calculator down for a second. ,P,,1.46755062,2.479528969,-0.24998252,-0.535886726,-0.288963047,-0.906874745,-0.321882648,0.277945142,0.276418837,-0.757157822,-0.291803629,0.082754023,0.152101724,-0.092016064,-0.282501927,-1.021225964,0.204930781
347,3026,T,"Look up here. Cory. Alright, we have a time graph. ",P,OD,2.154919431,-1.705611603,-0.239936818,0.371017197,0.191113897,0.204729679,0.580913186,-0.160725568,-0.30976727,0.010549381,0.769358501,-0.011819575,0.518258394,-0.850144108,-0.422423135,-0.96693285,1.584957711
348,3026,T,What is on our axis?,Q,OD,-1.021058103,-0.393955552,-0.576863906,-0.397699947,-0.933136798,0.006819516,-0.170675417,-1.423419478,0.758887449,0.670249491,2.015921806,-0.069377346,0.570530869,-1.019886345,-1.40269697,0.043172623,-1.061596411
349,3026,S,TS. ,Rs,OD,0.938893272,1.66485739,-0.142947681,-0.337088143,-0.197934574,-0.53837671,-0.177183987,0.162576592,0.230940268,-0.463691846,-0.165509254,0.07269562,0.071759551,-0.039070028,-0.165727308,-0.591675759,0.134473637
350,3026,T,"What does the T stand for, probably?",Q,OD,-0.70293969,1.214505442,-0.007053554,0.008474724,1.109225546,2.609450256,1.5242659,0.329056139,-0.143572372,-0.472395962,-0.422657355,0.248139212,0.131009044,-0.917340995,-0.136772741,-0.230494292,-1.227752754
351,3026,S,Time. ,Rs,OD,1.358962265,-1.329589638,-0.041238051,0.01990282,0.3320242,0.535092503,0.026044039,0.026862266,-0.158338659,-0.060398988,0.693628988,-0.080788714,-0.080474468,-0.559132571,-0.326115771,-0.760869131,1.347938698
352,3026,T,Time. ,Fy,OD,1.358962265,-1.329589638,-0.041238051,0.01990282,0.3320242,0.535092503,0.026044039,0.026862266,-0.158338659,-0.060398988,0.693628988,-0.080788714,-0.080474468,-0.559132571,-0.326115771,-0.760869131,1.347938698
353,3026,T,What does the S stand for? ,Q,SK,-0.454943917,1.501754497,0.160205758,0.491466792,1.547415497,2.881091558,1.246006165,-1.101443374,0.371579503,-0.977384929,-0.287111947,-0.19709146,0.562303654,-0.323379144,0.564112732,-0.286966278,-1.388900886
354,3026,S,Distance. No. ,Rs,SK,-1.021058101,-0.393955553,-0.576863911,-0.397699946,-0.933136801,0.006819517,-0.170675416,-1.423419477,0.75888745,0.670249491,2.01592181,-0.069377347,0.570530868,-1.019886348,-1.402696971,0.043172624,-1.06159641
355,3026,T,S. ,Q,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
356,3026,S,Speed. ,Rs,OD,0.93889327,1.664857385,-0.142947681,-0.337088141,-0.197934572,-0.538376711,-0.177183986,0.162576592,0.230940268,-0.463691845,-0.165509253,0.07269562,0.071759551,-0.039070029,-0.165727306,-0.591675755,0.134473636
357,3026,T,What is speed? ,Q,SK,0.93889327,1.664857385,-0.142947681,-0.337088141,-0.197934572,-0.538376711,-0.177183986,0.162576592,0.230940268,-0.463691845,-0.165509253,0.07269562,0.071759551,-0.039070029,-0.165727306,-0.591675755,0.134473636
358,3026,T,What is the measure of the speed? ,Q,SK,0.458333111,1.906056121,-0.237920358,0.044937148,0.377104024,1.35526266,0.00430428,-1.090690645,0.901333262,-0.141895458,0.155615594,-1.110586034,-0.745623172,0.049678058,0.317906777,0.055352936,1.055855963
359,3026,T,Distance over what? ,Q,SK,-1.021058101,-0.393955553,-0.576863911,-0.397699946,-0.933136801,0.006819517,-0.170675416,-1.423419477,0.75888745,0.670249491,2.01592181,-0.069377347,0.570530868,-1.019886348,-1.402696971,0.043172624,-1.06159641
360,3026,S,Time. ,Rs,SK,1.358962265,-1.329589638,-0.041238051,0.01990282,0.3320242,0.535092503,0.026044039,0.026862266,-0.158338659,-0.060398988,0.693628988,-0.080788714,-0.080474468,-0.559132571,-0.326115771,-0.760869131,1.347938698
361,3026,T,"Time,",Fy,SK,1.358962265,-1.329589638,-0.041238051,0.01990282,0.3320242,0.535092503,0.026044039,0.026862266,-0.158338659,-0.060398988,0.693628988,-0.080788714,-0.080474468,-0.559132571,-0.326115771,-0.760869131,1.347938698
362,3026,T,so what unit would S be for time? ,Fq,SK,0.264743253,-1.160868202,-0.43577531,-0.272034428,-0.395449194,0.295068221,-0.133825365,-0.908317971,0.353704818,0.365486968,1.777340701,-0.117636979,0.356345868,-1.074953294,-1.17514914,-0.567605892,0.193041743
363,3026,T,I know you all aren’t awake.,P,,1.535556059,-0.771901559,-0.409332024,-0.051713935,-1.308545517,0.49127443,0.058934332,-0.30131026,-0.87037648,-0.093941735,-0.990993793,-0.495354244,1.18138381,0.594558091,0.116873787,1.157989159,-1.55191815
364,3026,T,"If we’re on the highway we say we measure miles per hour, ",E,OD,-0.419774256,1.969604776,-0.149993878,0.618673901,1.472287881,3.8945423,0.747506402,-2.31587777,1.313255681,-0.215531915,0.26394626,-1.846027034,-0.942459586,-0.035485076,0.900354126,0.522464804,0.836019372
365,3026,T,so what would the S be? ,Q,SK,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
366,3026,S,Miles per hour? Second?,Rs,SK,-0.497009227,1.685034532,0.171341228,0.545336512,1.742827137,3.216400581,1.387730269,-1.230603732,0.400529049,-1.114963059,-0.333885877,-0.228300244,0.643707209,-0.372154293,0.626149082,-0.356265146,-1.561708415
367,3026,T,Nope.,Fy,SK,-0.761358265,0.24284094,-0.200389016,-0.634425405,-0.045026563,1.059398584,1.221496357,2.114755945,-0.718202238,0.516393095,-0.361918262,0.768888546,-0.572830162,-1.259769719,-1.006833212,0.090154563,-0.409942419
368,3026,S,Speed. Speed. ,Rs,SK,1.291331507,2.207971776,-0.214304242,-0.469620533,-0.258620223,-0.784042072,-0.273649762,0.239488961,0.261259314,-0.659335828,-0.249705504,0.079401222,0.125321001,-0.074367385,-0.243577053,-0.878042563,0.181445067
369,3026,T,Thank you. We’re doing meters. ,Fs,SK,-0.598431002,-0.793696283,1.598520319,1.736366012,-1.484495756,-0.622078625,2.200489148,-0.149576307,0.432590356,0.581239766,-1.877726549,-1.813232422,-0.972645042,-0.568762364,0.163833426,0.723328529,1.21797976
370,3026,S,Miles per second. ,Rs,SK,-0.454943917,1.501754498,0.160205759,0.491466792,1.547415496,2.881091557,1.246006165,-1.101443374,0.371579502,-0.97738493,-0.287111947,-0.19709146,0.562303652,-0.323379144,0.564112732,-0.286966278,-1.388900886
371,3026,T,"We just set up what unit for distance, guys? ",Q,SK,-1.622815877,-0.680268728,-1.00885452,-0.703172595,-1.54464292,-0.121047055,-0.359267926,-2.326925445,1.171490325,1.034922429,3.301816677,-0.150681459,1.010167974,-1.744358601,-2.383042899,-0.106328731,-1.765033574
372,3026,S,Meters. ,Rs,SK,-0.574624429,0.315719887,1.387537937,0.284621006,-1.332841463,-0.188474181,-0.684410953,-0.343063618,0.036557895,-1.613523499,0.231211765,0.409292293,-1.388667489,0.166726519,-1.188495947,0.698235385,0.200165582
373,3026,T,"Meters, so we’re going meters per second. ",Fs,SK,-0.84834622,0.483843287,2.177387493,0.41908819,-2.123019763,-0.420730314,-1.162385526,-0.508005479,-0.025497246,-2.655581656,0.317691125,0.623320379,-2.168513099,0.226669205,-1.942286671,0.956721817,0.324129324
374,3026,T,"So you see on the X axis we have our time in seconds, ",E,OD,-0.014205261,-0.752915666,1.915520897,0.117652006,0.16789478,0.220432407,-0.505452695,0.356630519,-0.802608687,0.184781141,0.847551881,-0.257037305,0.927629226,-0.296995736,0.896514054,-1.627773379,0.26820527
375,3026,T,and on our Y what do we have? ,Q,OD,-0.118421438,0.035514223,0.071122003,0.060509029,-0.015877624,0.198619374,0.112213339,-0.068160515,0.13998313,0.123240102,0.087079498,0.052578814,-0.0889248,0.066822042,0.067821933,0.267424661,-0.006440658
376,3026,S,Distance. ,Rs,OD,-1.021058101,-0.393955553,-0.576863911,-0.397699946,-0.933136801,0.006819517,-0.170675416,-1.423419477,0.75888745,0.670249491,2.01592181,-0.069377347,0.570530868,-1.019886348,-1.402696971,0.043172624,-1.06159641
377,3026,T,We have our distance in meters. ,Fs,OD,-1.02431454,-0.063995186,0.516742016,-0.095555637,-1.505359635,-0.187309568,-0.607462026,-1.154935226,0.483635853,-0.669929373,1.469062552,0.209083692,-0.515782814,-0.591047233,-1.750069256,0.405130452,-0.572140333
378,3026,T,"So Jason, what he’s going to do is he has to look at the graph",E,OD,1.528758428,2.031821333,-0.371251405,0.00153069,-0.516811072,-1.176295906,0.430956129,-0.040731078,0.181047814,-0.430768053,-0.34209795,0.202441546,0.783159953,-0.170372203,-0.181363672,-0.628770966,-0.046610871
379,3026,T,"and he has to figure out where to start,",E,OD,1.851423497,-1.784624261,-0.078691403,0.006367414,0.447991474,0.647250214,-0.002679062,0.058536526,-0.257779255,-0.121612021,0.895812153,-0.125244557,-0.077657691,-0.76778411,-0.457428341,-1.103633731,1.799398483
380,3026,T,and he’s going to walk in front of the motion detector ,E,OD,-0.47971283,-0.377328435,1.972617222,-0.939141447,1.533387241,-0.273766088,-0.477263289,-1.036334484,0.027907373,1.372922691,-1.441770841,1.109975389,0.807597491,0.970018082,-1.126352131,-0.451565658,0.095601666
381,3026,T,and it’s going to record where he’s walking.,E,OD,-1.730454224,0.230897826,-1.483746719,1.303077471,0.583437432,0.001102048,-1.043980116,-0.184175232,-2.258327051,-1.133905619,-0.043916612,1.168855193,1.574563588,0.042646377,0.223727619,1.528179687,1.995506419
382,3026,T,It’s going to record where he’s walking. ,E,OD,-1.730454224,0.230897826,-1.483746719,1.303077471,0.583437432,0.001102048,-1.043980116,-0.184175232,-2.258327051,-1.133905619,-0.043916612,1.168855193,1.574563588,0.042646377,0.223727619,1.528179687,1.995506419
383,3026,T,So he’s going to try to match the graph on the screen. ,E,OD,-1.739795144,-0.868294042,-1.54070841,-2.414714713,-0.552827382,-0.896244404,0.508424949,-0.381042604,0.538741892,-0.87842847,-1.088902878,-0.727638659,-0.176468492,0.30923859,1.348922222,-1.165262405,0.480946112
384,3026,T,"I’m just going to give you a clue, ",E,OD,0.330444889,1.894401095,-0.613693377,-0.138135744,-0.783960031,-0.335633862,-1.362125437,0.55764289,-0.320688029,2.487184878,0.110851153,-0.791643344,-0.498719091,0.306658028,0.22182109,0.069917203,0.62526226
385,3026,T,so you need to study it so you know where to start. ,E,OD,-1.147120353,0.367236968,-0.363295628,-1.051386057,-0.062515929,1.5758661,1.887066167,3.424505804,-1.233113453,0.752284891,-0.631316916,1.198674381,-0.863173369,-2.055724769,-1.651626293,-0.016207493,-0.652043475
